Date,Close,Company,session,lag_1,lag_2,lag_3,lag_5,lag_10,return_1,return_2,return_3,return_5,log_return_1,log_return_2,log_return_3,momentum_3,momentum_5,momentum_10,velocity,acceleration,sma_3,ema_3,sma_5,ema_5,sma_10,ema_10,dist_sma_5,dist_ema_5,volatility_3,volatility_5,volatility_10,roll_min_3,roll_max_3,roll_min_5,roll_max_5,roll_min_10,roll_max_10,range_position_3,range_position_5,range_position_10,zscore_3,zscore_5,zscore_10,rsi_7,macd,macd_signal,bb_upper,bb_lower,bb_position,day_of_week,month,dow_sin,dow_cos,market_regime,future_close_1,future_close_5,future_close_10,target,target_class,future_close_week,future_close_month
2020-04-23,84.55,DWAL,0,84.55,84.55,84.55,84.55,84.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.55,84.55,84.55,84.55,84.55,84.55,0.0,0.0,0.0,0.0,0.0,84.55,84.55,84.55,84.55,84.55,84.55,0.0,0.0,0.0,-1.1547005383792517,-1.788854381999834,-2.846049894151543,50.0,0.0,0.0,84.55,84.55,-0.21151247353788796,3,4,0.43388373911755823,-0.900968867902419,0,84.55,84.55,84.55,SAME,1.0,81.55,81.55
2020-04-23,84.55,DWAL,1,84.55,84.55,84.55,84.55,84.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.55,84.55,84.55,84.55,84.55,84.55,0.0,0.0,0.0,0.0,0.0,84.55,84.55,84.55,84.55,84.55,84.55,0.0,0.0,0.0,-1.1547005383792517,-1.788854381999834,-2.846049894151543,50.0,0.0,0.0,84.55,84.55,-0.21151247353788796,3,4,0.43388373911755823,-0.900968867902419,0,84.55,84.55,84.55,SAME,1.0,81.55,81.55
2020-04-24,84.55,DWAL,2,84.55,84.55,84.55,84.55,84.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.55,84.55,84.55,84.55,84.55,84.55,0.0,0.0,0.0,0.0,0.0,84.55,84.55,84.55,84.55,84.55,84.55,0.0,0.0,0.0,-1.1547005383792517,-1.788854381999834,-2.846049894151543,50.0,0.0,0.0,84.55,84.55,-0.21151247353788796,4,4,-0.433883739117558,-0.9009688679024191,0,84.55,84.55,81.55,SAME,1.0,81.55,81.55
2020-04-24,84.55,DWAL,3,84.55,84.55,84.55,84.55,84.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.55,84.55,84.55,84.55,84.55,84.55,0.0,0.0,0.0,0.0,0.0,84.55,84.55,84.55,84.55,84.55,84.55,0.0,0.0,0.0,-1.1547005383792517,-1.788854381999834,-2.846049894151543,50.0,0.0,0.0,84.55,84.55,-0.21151247353788796,4,4,-0.433883739117558,-0.9009688679024191,0,84.55,84.55,81.55,SAME,1.0,81.55,81.55
2020-04-27,84.55,DWAL,4,84.55,84.55,84.55,84.55,84.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.55,84.55,84.55,84.55,84.55,84.55,0.0,0.0,0.0,0.0,0.0,84.55,84.55,84.55,84.55,84.55,84.55,0.0,0.0,0.0,-1.1547005383792517,-1.788854381999834,-2.846049894151543,50.0,0.0,0.0,84.55,84.55,-0.21151247353788796,0,4,0.0,1.0,0,84.55,84.55,81.55,SAME,1.0,81.55,81.55
2020-04-27,84.55,DWAL,0,84.55,84.55,84.55,84.55,84.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.55,84.55,84.55,84.55,84.55,84.55,0.0,0.0,0.0,0.0,0.0,84.55,84.55,84.55,84.55,84.55,84.55,0.0,0.0,0.0,-1.1547005383792517,-1.788854381999834,-2.846049894151543,50.0,0.0,0.0,84.55,84.55,-0.21151247353788796,0,4,0.0,1.0,0,84.55,84.55,81.55,SAME,1.0,81.55,81.55
2020-04-28,84.55,DWAL,1,84.55,84.55,84.55,84.55,84.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.55,84.55,84.55,84.55,84.55,84.55,0.0,0.0,0.0,0.0,0.0,84.55,84.55,84.55,84.55,84.55,84.55,0.0,0.0,0.0,-1.1547005383792517,-1.788854381999834,-2.846049894151543,50.0,0.0,0.0,84.55,84.55,-0.21151247353788796,1,4,0.7818314824680298,0.6234898018587336,0,84.55,84.55,81.55,SAME,1.0,81.55,81.55
2020-04-28,84.55,DWAL,2,84.55,84.55,84.55,84.55,84.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.55,84.55,84.55,84.55,84.55,84.55,0.0,0.0,0.0,0.0,0.0,84.55,84.55,84.55,84.55,84.55,84.55,0.0,0.0,0.0,-1.1547005383792517,-1.788854381999834,-2.846049894151543,50.0,0.0,0.0,84.55,84.55,-0.21151247353788796,1,4,0.7818314824680298,0.6234898018587336,0,84.55,81.55,81.55,SAME,1.0,81.55,81.55
2020-04-29,84.55,DWAL,3,84.55,84.55,84.55,84.55,84.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.55,84.55,84.55,84.55,84.55,84.55,0.0,0.0,0.0,0.0,0.0,84.55,84.55,84.55,84.55,84.55,84.55,0.0,0.0,0.0,-1.1547005383792517,-1.788854381999834,-2.846049894151543,50.0,0.0,0.0,84.55,84.55,-0.21151247353788796,2,4,0.9749279121818236,-0.22252093395631434,0,84.55,81.55,81.55,SAME,1.0,81.55,81.55
2020-04-29,84.55,DWAL,4,84.55,84.55,84.55,84.55,84.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.55,84.55,84.55,84.55,84.55,84.55,0.0,0.0,0.0,0.0,0.0,84.55,84.55,84.55,84.55,84.55,84.55,0.0,0.0,0.0,-1.1547005383792517,-1.788854381999834,-2.846049894151543,50.0,0.0,0.0,84.55,84.55,-0.21151247353788796,2,4,0.9749279121818236,-0.22252093395631434,0,84.55,81.55,81.55,SAME,1.0,81.55,81.55
